 ,,,,,,,,,

Row Labels,Sum of windSpeedMean-H01,Sum of windSpeedMinimumH01,Sum of windSpeedMaximum-H01,Sum of windSpeedMean-H02,Sum of windSpeedMaximum-H02,Sum of windSpeedMinimum-H02,Sum of windSpeedMaximum-H03,Sum of windSpeedMinimum-H03,Sum of windSpeedMean -H3
2021-07-03T12:00:00Z,4.02,2.19,7.04,6.19,9.97,3.31,9.96,3.31,6.89
2021-07-03T12:30:00Z,4.34,2.15,8.02,6.77,10.43,3.56,11.29,4.41,7.53
2021-07-03T13:00:00Z,4.38,2.46,7.05,6.79,10.26,3.66,11.11,4.53,7.57
2021-07-03T13:30:00Z,4.59,2.23,7.74,7.1,11.31,3.76,11.92,4.4,7.89
2021-07-03T14:00:00Z,4.45,2.31,7.31,6.97,10.34,3.8,11.09,4.63,7.82
2021-07-03T14:30:00Z,4.04,1.97,6.86,6.39,10.11,3.75,10.46,4.49,7.19
2021-07-03T15:00:00Z,3.9,1.98,6.72,6.22,9.46,3.7,10.03,4.2,7.05
2021-07-03T15:30:00Z,3.74,2.09,6.19,6.03,8.63,3.54,9.67,4.15,6.82
2021-07-03T16:00:00Z,3.71,1.94,6.59,6.08,9.21,3.33,9.51,3.89,6.89
2021-07-03T16:30:00Z,3.51,1.74,6.14,5.76,8.98,3.07,9.59,3.69,6.56
2021-07-03T17:00:00Z,3.73,1.84,6.69,6.17,9.23,3.15,10.23,3.63,7.04
2021-07-03T17:30:00Z,3.96,1.98,6.53,6.38,9.84,3.15,11.11,4.15,7.21
2021-07-03T18:00:00Z,4.28,1.88,8.6,6.8,10.31,3.84,11.12,4.18,7.67
2021-07-03T18:30:00Z,4.4,2.26,7.68,7.02,10.79,3.48,10.94,4.57,7.92
2021-07-03T19:00:00Z,4.55,1.96,7.23,7.17,10.71,3.13,11.46,4.5,8.07
2021-07-03T19:30:00Z,4.41,2.28,7.61,6.95,10.53,3.7,11.25,4.8,7.79
2021-07-03T20:00:00Z,4.26,2.24,7.12,6.91,10.22,3.41,10.99,4.38,7.81
2021-07-03T20:30:00Z,3.61,1.76,6.02,5.96,8.69,2.91,9.69,3.89,6.8
2021-07-03T21:00:00Z,3.51,1.89,6.43,5.86,8.91,3.19,10,3.58,6.75
2021-07-03T21:30:00Z,3.29,1.65,6.01,5.6,8.49,2.91,9,3.63,6.47
2021-07-03T22:00:00Z,3.42,1.68,6.08,5.7,8.64,2.82,9.47,3.74,6.61
2021-07-03T22:30:00Z,3.54,1.56,6.4,6.02,8.81,3.08,9.84,4.02,6.98
2021-07-03T23:00:00Z,3.72,1.87,6.42,6.27,9.49,3.49,10.31,4.21,7.26
2021-07-03T23:30:00Z,3.44,1.65,5.98,5.79,8.58,2.44,9.46,3.61,6.69
2021-07-04T00:00:00Z,3.49,1.72,6.52,5.96,9.34,3.23,10.25,4.08,6.86
2021-07-04T00:30:00Z,3.33,1.58,5.96,5.7,8.25,2.92,9.5,3.58,6.59
2021-07-04T01:00:00Z,3.15,1.6,5.99,5.41,8.5,2.74,8.97,3.65,6.21
2021-07-04T01:30:00Z,3.06,1.53,5.48,5.19,7.64,2.45,8.47,3.32,5.95
2021-07-04T02:00:00Z,3.05,1.4,5.32,5.21,8.46,2.8,9.21,3.42,6
2021-07-04T02:30:00Z,3.03,1.58,5.18,5.19,7.93,2.83,8.41,3.8,6.03
2021-07-04T03:00:00Z,3.1,1.57,5.31,5.32,8.09,3.11,9.04,3.36,6.14
2021-07-04T03:30:00Z,2.97,1.3,5.03,5.03,7.31,2.66,8.14,3.39,5.83
2021-07-04T04:00:00Z,2.8,1.31,4.71,4.77,6.95,2.52,7.83,3.2,5.52
2021-07-04T04:30:00Z,2.72,1.2,5.66,4.66,7.2,2.44,7.67,2.97,5.34
2021-07-04T05:00:00Z,2.69,1.46,4.68,4.64,6.72,2.12,7.31,2.91,5.37
2021-07-04T05:30:00Z,2.69,1.29,4.77,4.68,6.62,2.35,7.16,3.17,5.32
2021-07-04T06:00:00Z,2.49,1.3,4.35,4.3,6.48,2.56,6.93,2.88,4.91
2021-07-04T06:30:00Z,2.45,0.97,4.47,4.13,6.42,2.14,6.6,2.64,4.72
2021-07-04T07:00:00Z,2.36,1.09,3.91,4.04,5.73,2.31,6.37,2.73,4.55
2021-07-04T07:30:00Z,2.32,1.03,3.88,4.01,6.34,1.93,6.49,2.31,4.57
2021-07-04T08:00:00Z,2.34,1.05,4.34,4,6.11,1.9,6.41,2.24,4.53
2021-07-04T08:30:00Z,2.03,0.7,3.37,3.48,5.38,1.8,5.48,2.2,3.94
2021-07-04T09:00:00Z,1.84,0.6,3.2,3.19,4.71,1.36,5.37,2.06,3.59
2021-07-04T09:30:00Z,1.57,0.56,2.86,2.65,4.04,1.28,4.55,1.68,3.01
